Passport,Destination,PI,HPI
Egypt,Uzbekistan,e-visa,visa required
Egypt,Zambia,e-visa,visa required
El Salvador,Angola,visa on arrival,visa required
El Salvador,Antigua and Barbuda,e-visa,visa required
El Salvador,Armenia,e-visa,visa on arrival
El Salvador,Australia,e-visa,visa required
El Salvador,Azerbaijan,covid ban,visa required
El Salvador,Bahrain,e-visa,visa required
El Salvador,Benin,e-visa,visa required
El Salvador,Botswana,e-visa,visa required
El Salvador,Cambodia,e-visa,visa on arrival
El Salvador,DR Congo,e-visa,visa required
El Salvador,Ivory Coast,e-visa,visa required
El Salvador,Djibouti,e-visa,visa required
El Salvador,Ethiopia,e-visa,visa required
El Salvador,Gabon,e-visa,visa required
El Salvador,Grenada,90,visa required
El Salvador,Guinea,e-visa,visa required
El Salvador,Guyana,visa on arrival,visa required
El Salvador,India,e-visa,visa required
El Salvador,Indonesia,visa required,visa free
El Salvador,Iran,e-visa,visa on arrival
El Salvador,Japan,90,visa required
El Salvador,Kazakhstan,e-visa,visa required
El Salvador,Kenya,e-visa,visa required
El Salvador,Kyrgyzstan,e-visa,visa required
El Salvador,Lesotho,e-visa,visa required
El Salvador,Nigeria,visa on arrival,visa required
El Salvador,Oman,e-visa,visa free
El Salvador,Pakistan,e-visa,visa required
El Salvador,Qatar,Hayya Entry Permit,visa required
El Salvador,Sao Tome and Principe,e-visa,visa required
El Salvador,Seychelles,90,visa on arrival
El Salvador,Sierra Leone,visa on arrival,visa required
El Salvador,South Korea,e-visa,visa required
El Salvador,South Sudan,e-visa,visa required
El Salvador,Suriname,e-visa,visa required
El Salvador,Tajikistan,e-visa,visa required
El Salvador,Uganda,e-visa,visa on arrival
El Salvador,Ukraine,e-visa,visa required
Equatorial Guinea,Albania,e-visa,visa required
Equatorial Guinea,Angola,visa on arrival,visa required
Equatorial Guinea,Antigua and Barbuda,e-visa,visa required
Equatorial Guinea,Australia,e-visa,visa required
Equatorial Guinea,Azerbaijan,covid ban,visa required
Equatorial Guinea,Bahrain,e-visa,visa required
Equatorial Guinea,Barbados,90,visa required
Equatorial Guinea,Botswana,e-visa,visa required
Equatorial Guinea,Cambodia,e-visa,visa on arrival
Equatorial Guinea,Colombia,e-visa,visa required
Equatorial Guinea,DR Congo,e-visa,visa required
Equatorial Guinea,Ivory Coast,e-visa,visa required
Equatorial Guinea,Djibouti,e-visa,visa required
Equatorial Guinea,Ethiopia,e-visa,visa on arrival
Equatorial Guinea,Georgia,e-visa,visa required
Equatorial Guinea,Guinea,e-visa,visa required
Equatorial Guinea,Guyana,visa on arrival,visa required
Equatorial Guinea,India,e-visa,visa required
Equatorial Guinea,Iran,e-visa,visa on arrival
Equatorial Guinea,Kenya,e-visa,visa required
Equatorial Guinea,Kyrgyzstan,e-visa,visa required
Equatorial Guinea,Lesotho,e-visa,visa required
Equatorial Guinea,Malaysia,e-visa,visa required
Equatorial Guinea,Moldova,e-visa,visa required
Equatorial Guinea,Oman,e-visa,visa required
Equatorial Guinea,Pakistan,e-visa,visa required
Equatorial Guinea,Palestine,visa free,visa required
Equatorial Guinea,Qatar,Hayya Entry Permit,visa required
Equatorial Guinea,Saint Kitts and Nevis,e-visa,visa required
Equatorial Guinea,Senegal,visa required,visa on arrival
Equatorial Guinea,Seychelles,90,visa on arrival
Equatorial Guinea,Sierra Leone,visa on arrival,visa required
Equatorial Guinea,South Sudan,e-visa,visa required
Equatorial Guinea,Suriname,e-visa,visa required
Equatorial Guinea,Tajikistan,e-visa,visa required
Equatorial Guinea,Tanzania,e-visa,visa required
Equatorial Guinea,Uganda,e-visa,visa on arrival
Equatorial Guinea,United Arab Emirates,e-visa,visa required
Equatorial Guinea,Uzbekistan,e-visa,visa free
Equatorial Guinea,Zambia,e-visa,visa required
Eritrea,Albania,e-visa,visa required
Eritrea,Angola,visa on arrival,visa required
Eritrea,Antigua and Barbuda,e-visa,visa required
Eritrea,Australia,e-visa,visa required
Eritrea,Azerbaijan,covid ban,visa required
Eritrea,Bahrain,e-visa,visa required
Eritrea,Botswana,e-visa,visa required
Eritrea,Cambodia,e-visa,visa on arrival
Eritrea,Colombia,e-visa,visa required
Eritrea,DR Congo,e-visa,visa required
Eritrea,Ivory Coast,e-visa,visa required
Eritrea,Djibouti,e-visa,visa required
Eritrea,Ecuador,e-visa,visa required
Eritrea,Ethiopia,e-visa,visa on arrival
Eritrea,Gabon,e-visa,visa required
Eritrea,Georgia,e-visa,visa required
Eritrea,Guinea,e-visa,visa required
Eritrea,Guyana,visa on arrival,visa required
Eritrea,India,e-visa,visa required
Eritrea,Iran,e-visa,visa on arrival
Eritrea,Kazakhstan,e-visa,visa required
Eritrea,Kenya,visa on arrival,visa required
Eritrea,Kyrgyzstan,e-visa,visa required
Eritrea,Lesotho,e-visa,visa required
Eritrea,Malawi,e-visa,visa required
Eritrea,Malaysia,e-visa,visa required
Eritrea,Moldova,e-visa,visa required
Eritrea,Mozambique,visa required,visa on arrival
Eritrea,Myanmar,e-visa,visa required
Eritrea,Oman,e-visa,visa required
Eritrea,Pakistan,e-visa,visa required
Eritrea,Qatar,Hayya Entry Permit,visa required
Eritrea,Saint Kitts and Nevis,e-visa,visa required
Eritrea,Sao Tome and Principe,e-visa,visa required
Eritrea,Senegal,visa required,visa on arrival
Eritrea,Seychelles,90,visa on arrival
Eritrea,Sierra Leone,visa on arrival,visa required
Eritrea,South Sudan,e-visa,visa on arrival
Eritrea,Suriname,e-visa,visa required
Eritrea,Tajikistan,e-visa,visa required
Eritrea,Tanzania,e-visa,visa required
Eritrea,United Arab Emirates,e-visa,visa required
Eritrea,Uzbekistan,e-visa,visa required
Eritrea,Zimbabwe,e-visa,visa required
Estonia,Angola,visa on arrival,visa required
Estonia,Australia,e-visa,visa required
Estonia,Azerbaijan,e-visa,visa required
Estonia,Benin,e-visa,visa required
Estonia,Cambodia,e-visa,visa on arrival
Estonia,DR Congo,e-visa,visa required
Estonia,Ivory Coast,e-visa,visa required
Estonia,Djibouti,e-visa,visa required
Estonia,Ethiopia,e-visa,visa required
Estonia,Gabon,e-visa,visa on arrival
Estonia,Guinea,e-visa,visa required
Estonia,Guyana,visa on arrival,visa required
Estonia,India,e-visa,visa required
Estonia,Indonesia,visa on arrival,visa free
Estonia,Iran,e-visa,visa on arrival
Estonia,Iraq,visa on arrival,visa free
Estonia,Japan,90,visa required
Estonia,Kenya,e-visa,visa required
Estonia,Kuwait,e-visa,visa on arrival
Estonia,Lesotho,e-visa,visa required
Estonia,Myanmar,e-visa,visa required
Estonia,Nigeria,visa on arrival,visa required
Estonia,Oman,visa on arrival,visa free
Estonia,Pakistan,e-visa,visa required
Estonia,Papua New Guinea,e-visa,visa on arrival
Estonia,Qatar,Hayya Entry Permit,visa free
Estonia,Seychelles,90,visa on arrival
Estonia,South Korea,e-visa,visa required
Estonia,South Sudan,e-visa,visa required
Estonia,Suriname,e-visa,visa required
Estonia,Tajikistan,30,visa on arrival
Estonia,Uganda,e-visa,visa on arrival
Estonia,Vietnam,e-visa,visa required
Estonia,Zambia,90,visa on arrival
Swaziland,Albania,e-visa,visa required
Swaziland,Angola,visa on arrival,visa required
Swaziland,Australia,e-visa,visa required
Swaziland,Azerbaijan,covid ban,visa required
Swaziland,Bahrain,e-visa,visa required
Swaziland,Cambodia,e-visa,visa on arrival
Swaziland,Colombia,e-visa,visa required
Swaziland,DR Congo,e-visa,visa required
Swaziland,Ivory Coast,e-visa,visa required
Swaziland,Djibouti,e-visa,visa required
Swaziland,Ethiopia,e-visa,visa on arrival
Swaziland,Gabon,e-visa,visa required
Swaziland,Georgia,e-visa,visa required
Swaziland,Guinea,e-visa,visa required
Swaziland,India,e-visa,visa required
Swaziland,Indonesia,visa required,visa free
Swaziland,Iran,e-visa,visa on arrival
Swaziland,Kazakhstan,e-visa,visa required
Swaziland,Kuwait,visa required,visa on arrival
Swaziland,Kyrgyzstan,e-visa,visa required
Swaziland,Moldova,e-visa,visa required
Swaziland,Oman,e-visa,visa required
Swaziland,Pakistan,e-visa,visa required
Swaziland,Qatar,Hayya Entry Permit,visa required
Swaziland,Sao Tome and Principe,e-visa,visa required
Swaziland,Seychelles,90,visa on arrival
Swaziland,South Korea,e-visa,visa required
Swaziland,South Sudan,e-visa,visa required
Swaziland,Suriname,e-visa,visa required
Swaziland,Taiwan,90,visa required
Swaziland,Tajikistan,e-visa,visa required
Swaziland,United Arab Emirates,e-visa,visa required
Swaziland,Uzbekistan,e-visa,visa required
Ethiopia,Albania,e-visa,visa required
Ethiopia,Angola,visa on arrival,visa required
Ethiopia,Antigua and Barbuda,e-visa,visa required
Ethiopia,Australia,e-visa,visa required
Ethiopia,Azerbaijan,covid ban,visa required
Ethiopia,Bahrain,e-visa,visa required
Ethiopia,Botswana,e-visa,visa required
Ethiopia,Cambodia,e-visa,visa on arrival
Ethiopia,Colombia,e-visa,visa required
Ethiopia,DR Congo,e-visa,visa required
Ethiopia,Ivory Coast,e-visa,visa required
Ethiopia,Djibouti,e-visa,visa required
Ethiopia,Ecuador,e-visa,visa required
Ethiopia,Gabon,e-visa,visa required
Ethiopia,Georgia,e-visa,visa required
Ethiopia,Guinea,e-visa,visa required
Ethiopia,Guyana,visa on arrival,visa required
Ethiopia,Iran,e-visa,visa on arrival
Ethiopia,Kazakhstan,e-visa,visa required
Ethiopia,Kyrgyzstan,e-visa,visa required
Ethiopia,Lesotho,e-visa,visa required
Ethiopia,Malawi,e-visa,visa required
Ethiopia,Moldova,e-visa,visa required
Ethiopia,Oman,e-visa,visa required
Ethiopia,Pakistan,e-visa,visa required
Ethiopia,Qatar,Hayya Entry Permit,visa required
Ethiopia,Saint Kitts and Nevis,e-visa,visa required
Ethiopia,Sao Tome and Principe,e-visa,visa required
Ethiopia,Seychelles,90,visa on arrival
Ethiopia,Sierra Leone,visa on arrival,visa required
Ethiopia,South Africa,e-visa,visa required
Ethiopia,South Sudan,e-visa,visa on arrival
Ethiopia,Suriname,e-visa,visa required
Ethiopia,Tajikistan,e-visa,visa required
Ethiopia,Tanzania,e-visa,visa required
Ethiopia,Uganda,e-visa,visa on arrival
Ethiopia,United Arab Emirates,e-visa,visa required
Ethiopia,Uzbekistan,e-visa,visa required
Ethiopia,Zambia,e-visa,visa required
Fiji,Albania,e-visa,visa required
Fiji,Angola,visa on arrival,visa required
Fiji,Armenia,e-visa,visa on arrival
Fiji,Australia,e-visa,visa required
Fiji,Azerbaijan,covid ban,visa required
Fiji,Bahrain,e-visa,visa required
Fiji,Benin,e-visa,visa required
Fiji,Botswana,e-visa,visa required
Fiji,Cambodia,e-visa,visa on arrival
Fiji,DR Congo,e-visa,visa required
Fiji,Ivory Coast,e-visa,visa required
Fiji,Djibouti,e-visa,visa required
Fiji,Ethiopia,e-visa,visa required
Fiji,Gabon,e-visa,visa required
Fiji,Georgia,e-visa,visa required
Fiji,Guinea,e-visa,visa required
Fiji,Guyana,visa on arrival,visa required
Fiji,India,e-visa,visa required
Fiji,Indonesia,visa required,visa free
Fiji,Iran,e-visa,visa on arrival
Fiji,Kazakhstan,e-visa,visa required
Fiji,Kyrgyzstan,e-visa,visa required
Fiji,Lesotho,visa free,visa required
Fiji,Moldova,e-visa,visa required
Fiji,Myanmar,e-visa,visa required
Fiji,Nigeria,visa on arrival,visa required
Fiji,Oman,e-visa,visa required
Fiji,Pakistan,e-visa,visa required
Fiji,Papua New Guinea,e-visa,visa on arrival
Fiji,Qatar,Hayya Entry Permit,visa required
Fiji,Sao Tome and Principe,e-visa,visa required
Fiji,Seychelles,90,visa on arrival
Fiji,South Korea,e-visa,visa required
Fiji,South Sudan,e-visa,visa required
Fiji,Suriname,e-visa,visa required
Fiji,Tajikistan,e-visa,visa required
Fiji,Turkey,e-visa,visa required
Fiji,Ukraine,e-visa,visa required
Fiji,United Arab Emirates,e-visa,visa required
Fiji,Uzbekistan,e-visa,visa required
Fiji,Vietnam,e-visa,visa required
Finland,Angola,visa on arrival,visa required
Finland,Azerbaijan,e-visa,visa required
Finland,Benin,e-visa,visa required
Finland,Cambodia,e-visa,visa on arrival
Finland,DR Congo,e-visa,visa required
Finland,Ivory Coast,e-visa,visa required
Finland,Djibouti,e-visa,visa required
Finland,Ethiopia,e-visa,visa on arrival
Finland,Gabon,e-visa,visa on arrival
Finland,Guinea,e-visa,visa required
Finland,India,e-visa,visa required
Finland,Indonesia,visa on arrival,visa free
Finland,Iran,e-visa,visa on arrival
Finland,Iraq,visa on arrival,visa free
Finland,Japan,90,visa required
Finland,Kenya,e-visa,visa required
Finland,Kuwait,e-visa,visa on arrival
Finland,Myanmar,e-visa,visa required
Finland,Nigeria,visa on arrival,visa required
Finland,Oman,visa on arrival,visa free
Finland,Papua New Guinea,e-visa,visa on arrival
Finland,Qatar,Hayya Entry Permit,visa free
Finland,Seychelles,90,visa on arrival
Finland,South Korea,e-visa,visa required
Finland,South Sudan,e-visa,visa required
Finland,Suriname,e-visa,visa required
Finland,Tajikistan,30,visa on arrival
Finland,Uganda,e-visa,visa on arrival
Finland,Zambia,90,visa on arrival
France,Angola,visa on arrival,visa required
France,Azerbaijan,e-visa,visa required
France,Belarus,30,visa required
France,Benin,e-visa,visa required
France,Cambodia,e-visa,visa on arrival
France,DR Congo,e-visa,visa required
France,Ivory Coast,e-visa,visa required
France,Djibouti,e-visa,visa required
France,Ethiopia,e-visa,visa on arrival
France,Gabon,e-visa,visa on arrival
France,Gambia,90,visa on arrival
France,Guinea,e-visa,visa required
France,India,e-visa,visa required
France,Indonesia,visa on arrival,visa free
France,Iran,e-visa,visa on arrival
France,Iraq,visa on arrival,visa free
France,Japan,90,visa required
France,Kenya,e-visa,visa required
France,Kuwait,e-visa,visa on arrival
France,Mongolia,e-visa,visa required
France,Myanmar,e-visa,visa required
France,Nigeria,visa on arrival,visa required
France,Oman,visa on arrival,visa free
France,Papua New Guinea,e-visa,visa on arrival
France,Qatar,Hayya Entry Permit,visa free
France,South Korea,e-visa,visa required
France,South Sudan,e-visa,visa required
France,Suriname,e-visa,visa required
France,Tajikistan,30,visa on arrival
France,Uganda,e-visa,visa on arrival
France,Zambia,90,visa on arrival
Gabon,Albania,e-visa,visa required
Gabon,Angola,visa on arrival,visa required
Gabon,Antigua and Barbuda,e-visa,visa required
Gabon,Australia,e-visa,visa required
Gabon,Azerbaijan,covid ban,visa required
Gabon,Bahrain,e-visa,visa required
Gabon,Barbados,90,visa required
Gabon,Botswana,e-visa,visa required
Gabon,Cambodia,e-visa,visa on arrival
Gabon,Colombia,e-visa,visa required
Gabon,DR Congo,e-visa,visa required
Gabon,Ivory Coast,e-visa,visa required
Gabon,Djibouti,e-visa,visa required
Gabon,Ethiopia,e-visa,visa on arrival
Gabon,Guinea,e-visa,visa required
Gabon,Guyana,visa on arrival,visa required
Gabon,India,e-visa,visa required
Gabon,Indonesia,visa required,visa free
Gabon,Iran,e-visa,visa on arrival
Gabon,Kazakhstan,e-visa,visa required
Gabon,Kenya,e-visa,visa required
Gabon,Kyrgyzstan,e-visa,visa required
Gabon,Lesotho,e-visa,visa required
Gabon,Moldova,e-visa,visa required
Gabon,Namibia,visa on arrival,visa free
Gabon,Oman,e-visa,visa required
Gabon,Pakistan,e-visa,visa required
Gabon,Qatar,Hayya Entry Permit,visa required
Gabon,Saint Kitts and Nevis,e-visa,visa required
Gabon,Seychelles,90,visa on arrival
Gabon,Sierra Leone,visa on arrival,visa required
Gabon,South Sudan,e-visa,visa required
Gabon,Sri Lanka,e-visa,visa required
Gabon,Suriname,e-visa,visa required
Gabon,Tajikistan,e-visa,visa required
Gabon,Uganda,e-visa,visa on arrival
Gabon,United Arab Emirates,e-visa,visa required
Gabon,Uzbekistan,e-visa,visa required
Gabon,Zambia,e-visa,visa required
Gabon,Zimbabwe,e-visa,visa required
Gambia,Albania,e-visa,visa required
Gambia,Angola,visa on arrival,visa required
Gambia,Antigua and Barbuda,e-visa,visa required
Gambia,Australia,e-visa,visa required
Gambia,Azerbaijan,covid ban,visa required
Gambia,Bahrain,e-visa,visa required
Gambia,Cambodia,e-visa,visa on arrival
Gambia,Colombia,e-visa,visa required
Gambia,DR Congo,e-visa,visa required
Gambia,Djibouti,e-visa,visa required
Gambia,Ecuador,e-visa,visa required
Gambia,Ethiopia,e-visa,visa on arrival
Gambia,Gabon,e-visa,visa required
Gambia,Guyana,visa on arrival,visa required
Gambia,India,e-visa,visa required
Gambia,Indonesia,visa required,visa free
Gambia,Iran,e-visa,visa on arrival
Gambia,Kazakhstan,e-visa,visa required
Gambia,Kyrgyzstan,e-visa,visa required
Gambia,Moldova,e-visa,visa required
Gambia,Oman,e-visa,visa required
Gambia,Pakistan,e-visa,visa required
Gambia,Qatar,Hayya Entry Permit,visa required
Gambia,Sao Tome and Principe,e-visa,visa required
Gambia,Seychelles,90,visa on arrival
Gambia,South Sudan,e-visa,visa required
Gambia,Suriname,e-visa,visa required
Gambia,Tajikistan,e-visa,visa required
Gambia,United Arab Emirates,e-visa,visa required
Gambia,Uzbekistan,e-visa,visa required
Gambia,Zambia,e-visa,visa required
Gambia,Zimbabwe,e-visa,visa required
Georgia,Angola,visa on arrival,visa required
Georgia,Australia,e-visa,visa required
Georgia,Benin,e-visa,visa required
Georgia,Botswana,e-visa,visa required
Georgia,Cambodia,e-visa,visa on arrival
Georgia,DR Congo,e-visa,visa required
Georgia,Ivory Coast,e-visa,visa required
Georgia,Djibouti,e-visa,visa required
Georgia,Ethiopia,e-visa,visa required
Georgia,Fiji,120,visa required
Georgia,Gabon,e-visa,visa required
Georgia,Guinea,e-visa,visa required
Georgia,Guyana,visa on arrival,visa required
Georgia,India,e-visa,visa required
Georgia,Indonesia,visa required,visa free
Georgia,Kenya,e-visa,visa required
Georgia,Kuwait,e-visa,visa on arrival
Georgia,Lesotho,e-visa,visa required
Georgia,Myanmar,e-visa,visa required
Georgia,Nigeria,visa on arrival,visa required
Georgia,North Macedonia,90,visa required
Georgia,Oman,visa on arrival,visa free
Georgia,Pakistan,e-visa,visa required
Georgia,Qatar,Hayya Entry Permit,visa free
Georgia,Saint Kitts and Nevis,e-visa,visa free
Georgia,Sao Tome and Principe,e-visa,visa required
Georgia,Senegal,visa required,visa on arrival
Georgia,Seychelles,90,visa on arrival
Georgia,Sierra Leone,visa on arrival,visa required
Georgia,Singapore,e-visa,visa required
Georgia,South Sudan,e-visa,visa required
Georgia,Suriname,e-visa,visa required
Georgia,Syria,visa required,visa on arrival
Georgia,Tanzania,e-visa,visa required
Georgia,Uganda,e-visa,visa on arrival
Georgia,United Arab Emirates,visa on arrival,visa required
Georgia,Vietnam,e-visa,visa required
Germany,Angola,visa on arrival,visa required
Germany,Azerbaijan,e-visa,visa required
Germany,Benin,e-visa,visa required
Germany,Cambodia,e-visa,visa on arrival
Germany,DR Congo,e-visa,visa required
